Subject,Course Number,Section,Course Title,Credit Hours,Instructor,Attributes,Meeting 1 Days,Meeting 1 Start Time,Meeting 1 End Time,Meeting 1 Class Type,Meeting 1 Building,Meeting 1 Room,Meeting 1 Start Date,Meeting 1 End Date,Meeting 2 Days,Meeting 2 Start Time,Meeting 2 End Time,Meeting 2 Class Type,Meeting 2 Building,Meeting 2 Room,Meeting 2 Start Date,Meeting 2 End Date,Meeting 3 Days,Meeting 3 Start Time,Meeting 3 End Time,Meeting 3 Class Type,Meeting 3 Building,Meeting 3 Room,Meeting 3 Start Date,Meeting 3 End Date
CHIN,3050,001,Chinese Conversation and Composition I,3,Ling Rao (Primary),,Monday Wednesday Friday,04:40  PM,05:30  PM,Class,Daniel Hall,212,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHIN,3130,001,Philosophy in Modern China,3,Yanming An (Primary),Arts & Hum Non-Lit Gen Ed Req|Cross Referenced Course,Tuesday Thursday,09:30  AM,10:45  AM,Class,Hardin Hall,235,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHIN,4160,001,Chinese for International Business II,3,Yanming An (Primary),Critical Thinking Gen Ed,Tuesday Thursday,12:30  PM,01:45  PM,Class,Daniel Hall,313,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHIN,4980,001,Independent Study,3,Su-I Chen (Primary),Consent Required,None,00:01  AM,00:02  AM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHIN,4990,001,Selected Topics in Chinese Culture,3,Su-I Chen (Primary),Arts & Hum Non-Lit Gen Ed Req|Variable Title,Tuesday Thursday,03:30  PM,04:45  PM,Class,Daniel Hall,410,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1010,001,Communication Academic and Professional Development I,1,Andrew Stephen Pyle (Primary),,Monday,09:05  AM,09:55  AM,Class,Daniel Hall,105,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1010,002,Communication Academic and Professional Development I,1,Andrew Stephen Pyle (Primary),,None,00:01  AM,00:02  AM,Class,Online,COURSE,08/18/2025,10/10/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1500,100,Introduction to Human Communication,3,Daniel Leland Fecher (Primary),Oral Communication Gen Ed Req,Monday,00:01  AM,00:02  AM,Class,Online,COURSE,08/20/2025,12/12/2025,Wednesday,08:00  AM,08:50  AM,Class,Watt Family Innovation Center,108,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1500,200,Introduction to Human Communication,3,Daniel Leland Fecher (Primary),Oral Communication Gen Ed Req,Monday,00:01  AM,00:02  AM,Class,Online,COURSE,08/20/2025,12/12/2025,Wednesday,09:05  AM,09:55  AM,Class,Watt Family Innovation Center,108,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1500,300,Introduction to Human Communication,3,Daniel Leland Fecher (Primary),Oral Communication Gen Ed Req,Monday,00:01  AM,00:02  AM,Class,Online,COURSE,08/20/2025,12/12/2025,Wednesday,01:25  PM,02:15  PM,Class,Watt Family Innovation Center,108,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1500,400,Introduction to Human Communication,3,Marianne Herr Glaser (Primary),Oral Communication Gen Ed Req,Monday,00:01  AM,00:02  AM,Class,Online,COURSE,08/20/2025,12/12/2025,Wednesday,10:10  AM,11:00  AM,Class,Newman Hall,104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1500,500,Introduction to Human Communication,3,Marianne Herr Glaser (Primary),Oral Communication Gen Ed Req,Monday,00:01  AM,00:02  AM,Class,Online,COURSE,08/20/2025,12/12/2025,Wednesday,11:15  AM,12:05  PM,Class,Newman Hall,104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1500,600,Introduction to Human Communication,3,Marianne Herr Glaser (Primary),Oral Communication Gen Ed Req,Monday,00:01  AM,00:02  AM,Class,Online,COURSE,08/20/2025,12/12/2025,Wednesday,12:20  PM,01:10  PM,Class,Newman Hall,104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,101,Introduction to Human Communication Laboratory,0,,,Monday Friday,08:00  AM,08:50  AM,Class,Brackett Hall,213,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,102,Introduction to Human Communication Laboratory,0,,,Monday Friday,08:00  AM,08:50  AM,Class,Brackett Hall,114,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,103,Introduction to Human Communication Laboratory,0,,,Monday Friday,08:00  AM,08:50  AM,Class,Brackett Hall,120,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,104,Introduction to Human Communication Laboratory,0,,,Monday Friday,08:00  AM,08:50  AM,Class,Brackett Hall,214,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,105,Introduction to Human Communication Laboratory,0,,,Monday Friday,08:00  AM,08:50  AM,Class,Brackett Hall,113,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,106,Introduction to Human Communication Laboratory,0,,,Monday Friday,08:00  AM,08:50  AM,Class,Brackett Hall,220,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,201,Introduction to Human Communication Laboratory,0,,,Monday Friday,09:05  AM,09:55  AM,Class,Hardin Hall,101,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,202,Introduction to Human Communication Laboratory,0,,,Monday Friday,09:05  AM,09:55  AM,Class,Hardin Hall,232,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,203,Introduction to Human Communication Laboratory,0,,,Monday Friday,09:05  AM,09:55  AM,Class,Daniel Hall,418,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,204,Introduction to Human Communication Laboratory,0,,,Monday Friday,09:05  AM,09:55  AM,Class,Hardin Hall,201,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,205,Introduction to Human Communication Laboratory,0,,,Monday Friday,09:05  AM,09:55  AM,Class,Brackett Hall,438,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,206,Introduction to Human Communication Laboratory,0,,,Monday Friday,09:05  AM,09:55  AM,Class,Lehotsky Hall,138,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,301,Introduction to Human Communication Laboratory,0,,,Monday Friday,01:25  PM,02:15  PM,Class,Hardin Hall,201,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,302,Introduction to Human Communication Laboratory,0,,,Monday Friday,01:25  PM,02:15  PM,Class,Hardin Hall,228,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,303,Introduction to Human Communication Laboratory,0,,,Monday Friday,01:25  PM,02:15  PM,Class,Hardin Hall,235,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,304,Introduction to Human Communication Laboratory,0,,,Monday Friday,01:25  PM,02:15  PM,Class,Hardin Hall,233,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,305,Introduction to Human Communication Laboratory,0,,,Monday Friday,01:25  PM,02:15  PM,Class,Hardin Hall,232,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,306,Introduction to Human Communication Laboratory,0,,,Monday Friday,01:25  PM,02:15  PM,Class,Hardin Hall,101,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,401,Introduction to Human Communication Laboratory,0,,,Monday Friday,10:10  AM,11:00  AM,Class,Hardin Hall,228,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,402,Introduction to Human Communication Laboratory,0,,,Monday Friday,10:10  AM,11:00  AM,Class,Brackett Hall,220,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,403,Introduction to Human Communication Laboratory,0,,,Monday Friday,10:10  AM,11:00  AM,Class,Hardin Hall,201,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,404,Introduction to Human Communication Laboratory,0,,,Monday Friday,10:10  AM,11:00  AM,Class,Edwards Hall,308,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,405,Introduction to Human Communication Laboratory,0,,,Monday Friday,10:10  AM,11:00  AM,Class,Cooper Library,416,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,406,Introduction to Human Communication Laboratory,0,,,Monday Friday,10:10  AM,11:00  AM,Class,Edwards Hall,303,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,501,Introduction to Human Communication Laboratory,0,,,Monday Friday,11:15  AM,12:05  PM,Class,Edwards Hall,308,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,502,Introduction to Human Communication Laboratory,0,,,Monday Friday,11:15  AM,12:05  PM,Class,Hardin Hall,101,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,503,Introduction to Human Communication Laboratory,0,,,Monday Friday,11:15  AM,12:05  PM,Class,Brackett Hall,214,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,504,Introduction to Human Communication Laboratory,0,,,Monday Friday,11:15  AM,12:05  PM,Class,Jordan Hall,250,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,505,Introduction to Human Communication Laboratory,0,,,Monday Friday,11:15  AM,12:05  PM,Class,Lehotsky Hall,113,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,506,Introduction to Human Communication Laboratory,0,,,Monday Friday,11:15  AM,12:05  PM,Class,Brackett Hall,233,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,601,Introduction to Human Communication Laboratory,0,,,Monday Friday,12:20  PM,01:10  PM,Class,Edwards Hall,303,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,602,Introduction to Human Communication Laboratory,0,,,Monday Friday,12:20  PM,01:10  PM,Class,Hardin Hall,232,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,603,Introduction to Human Communication Laboratory,0,,,Monday Friday,12:20  PM,01:10  PM,Class,Edwards Hall,305,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,604,Introduction to Human Communication Laboratory,0,,,Monday Friday,12:20  PM,01:10  PM,Class,Hardin Hall,235,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,605,Introduction to Human Communication Laboratory,0,,,Monday Friday,12:20  PM,01:10  PM,Class,Brackett Hall,233,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1501,606,Introduction to Human Communication Laboratory,0,,,Monday Friday,12:20  PM,01:10  PM,Class,Brackett Hall,211,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,1620,001,Forensic Laboratory,1,Lindsey C Dixon (Primary),,None,,,Class,No Building Assigned,ROOM,11/12/2025,12/08/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2010,001,Introduction to Communication Studies,4,Caitlin E Baker (Primary),,Tuesday Thursday,08:00  AM,09:15  AM,Class,Brackett Hall,224,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2010,002,Introduction to Communication Studies,4,Caitlin E Baker (Primary),,Tuesday Thursday,09:30  AM,10:45  AM,Class,Brackett Hall,224,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2011,001,Introduction to Communication Studies Laboratory,0,Caitlin E Baker (Primary),,None,00:01  AM,00:02  AM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2011,002,Introduction to Communication Studies Laboratory,0,Caitlin E Baker (Primary),,None,00:01  AM,00:02  AM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2020,001,Communication Theory,3,,,Tuesday Thursday,02:00  PM,03:15  PM,Class,Edwards Hall,305,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2020,002,Communication Theory,3,,,Tuesday Thursday,03:30  PM,04:45  PM,Class,Daniel Hall,105,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2030,001,Communication Inquiry,3,CJ Calabrese (Primary),,Monday Wednesday,02:30  PM,03:45  PM,Class,Daniel Hall,318,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2090,001,Communication Across Media Platforms,3,Shawn D Haney (Primary),,Tuesday Thursday,11:00  AM,12:15  PM,Class,Cooper Library,416,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,001,Public Speaking,3,Sara Grumbles Crocker (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,11:00  AM,12:15  PM,Class,Daniel Hall,213,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,002,Public Speaking,3,Sara Grumbles Crocker (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,12:30  PM,01:45  PM,Class,Daniel Hall,213,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,003,Public Speaking,3,Sara Grumbles Crocker (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,02:00  PM,03:15  PM,Class,Daniel Hall,213,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,004,Public Speaking,3,Elizabeth Gilmore (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,09:30  AM,10:45  AM,Class,Daniel Hall,313,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,005,Public Speaking,3,Elizabeth Gilmore (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,11:00  AM,12:15  PM,Class,Daniel Hall,313,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,006,Public Speaking,3,Amy Maciel (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,11:00  AM,12:15  PM,Class,Daniel Hall,410,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,007,Public Speaking,3,CJ Brewer (Primary),Oral Communication Gen Ed Req,Monday Wednesday Friday,08:00  AM,08:50  AM,Class,Daniel Hall,311,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,008,Public Speaking,3,CJ Brewer (Primary),Oral Communication Gen Ed Req,Monday Wednesday Friday,09:05  AM,09:55  AM,Class,Daniel Hall,311,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,009,Public Speaking,3,CJ Brewer (Primary),Oral Communication Gen Ed Req,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Daniel Hall,311,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,010,Public Speaking,3,Kevin Davis-Bryant (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,08:00  AM,09:15  AM,Class,Daniel Hall,311,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,011,Public Speaking,3,Kevin Davis-Bryant (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,09:30  AM,10:45  AM,Class,Daniel Hall,311,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,012,Public Speaking,3,Kevin Davis-Bryant (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,11:00  AM,12:15  PM,Class,Daniel Hall,311,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,013,Public Speaking,3,Kevin Davis-Bryant (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,02:00  PM,03:15  PM,Class,Daniel Hall,321,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,014,Public Speaking,3,Lindsey C Dixon (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,08:00  AM,09:15  AM,Class,Daniel Hall Expansion,352,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,015,Public Speaking,3,Lindsey C Dixon (Primary),Oral Communication Gen Ed Req,Tuesday Thursday,09:30  AM,10:45  AM,Class,Daniel Hall Expansion,352,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,016,Public Speaking,3,Mattelyn Garza (Primary),Oral Communication Gen Ed Req,Monday Wednesday Friday,08:00  AM,08:50  AM,Class,Daniel Hall,310,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
COMM,2500,017,Public Speaking,3,Mattelyn Garza (Primary),Oral Communication Gen Ed Req,Monday Wednesday Friday,09:05  AM,09:55  AM,Class,Daniel Hall,310,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
