Subject,Course Number,Section,Course Title,Credit Hours,Instructor,Attributes,Meeting 1 Days,Meeting 1 Start Time,Meeting 1 End Time,Meeting 1 Class Type,Meeting 1 Building,Meeting 1 Room,Meeting 1 Start Date,Meeting 1 End Date,Meeting 2 Days,Meeting 2 Start Time,Meeting 2 End Time,Meeting 2 Class Type,Meeting 2 Building,Meeting 2 Room,Meeting 2 Start Date,Meeting 2 End Date,Meeting 3 Days,Meeting 3 Start Time,Meeting 3 End Time,Meeting 3 Class Type,Meeting 3 Building,Meeting 3 Room,Meeting 3 Start Date,Meeting 3 End Date
IS,1110,001,English as an Additional Language,2,,,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IS,1111,001,English as an Additional Language Laboratory,0,,,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,1010,001,Elementary Italian,4,Julia Schmidt (Primary),,Monday Wednesday Friday,08:00  AM,08:50  AM,Class,Daniel Hall,222,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,1010,003,Elementary Italian,4,Julia Schmidt (Primary),,Monday Wednesday Friday,02:30  PM,03:20  PM,Class,Daniel Hall,208,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,1011,001,Elementary Italian Laboratory,0,Julia Schmidt (Primary),,Monday,09:05  AM,09:55  AM,Class,Daniel Hall,123,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,1011,003,Elementary Italian Laboratory,0,Julia Schmidt (Primary),,Wednesday,12:20  PM,01:10  PM,Class,Daniel Hall,123,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,1020,001,Elementary Italian,4,Roberto Risso (Primary),,Monday Wednesday Friday,08:00  AM,08:50  AM,Class,Daniel Hall,209,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,1021,001,Elementary Italian Laboratory,0,Roberto Risso (Primary),,Wednesday,09:05  AM,09:55  AM,Class,Daniel Hall,123,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,2010,001,Intermediate Italian,3,Julia Schmidt (Primary),,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Daniel Hall,219,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,2010,002,Intermediate Italian,3,Julia Schmidt (Primary),,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Daniel Hall,208,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,2011,001,Intermediate Italian Laboratory,0,Julia Schmidt (Primary),,None,00:01  AM,00:02  AM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,2011,002,Intermediate Italian Laboratory,0,Julia Schmidt (Primary),,None,00:01  AM,00:02  AM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,4160,001,Italian for International Business II,3,Roberto Risso (Primary),,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,4550,001,Italian Film,3,Roberto Risso (Primary),Ethical Judgement Gen Ed,Monday Wednesday,02:30  PM,03:45  PM,Class,Daniel Hall,420,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ITAL,4551,001,Italian Film Laboratory,0,Roberto Risso (Primary),,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,1010,001,Elementary Japanese,4,Kumiko Saito (Primary),,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Daniel Hall,220,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,1010,002,Elementary Japanese,4,Kumiko Saito (Primary),,Monday Wednesday Friday,12:20  PM,01:10  PM,Class,Daniel Hall,408,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,1011,001,Elementary Japanese Laboratory,0,Kumiko Saito (Primary),,Wednesday,11:15  AM,12:05  PM,Class,Daniel Hall,119,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,1011,002,Elementary Japanese Laboratory,0,Kumiko Saito (Primary),,Wednesday,01:25  PM,02:15  PM,Class,Daniel Hall,119,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,1020,001,Elementary Japanese,4,Satomi Saito (Primary),,Monday Wednesday Friday,11:15  AM,12:05  PM,Class,Daniel Hall,319,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,1021,001,Elementary Japanese Laboratory,0,Satomi Saito (Primary),,Friday,12:20  PM,01:10  PM,Class,Daniel Hall,126,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,2010,001,Intermediate Japanese,3,Satomi Saito (Primary),,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Daniel Hall,319,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,2011,001,Intermediate Japanese Laboratory,0,Satomi Saito (Primary),,Wednesday,09:05  AM,09:55  AM,Class,Daniel Hall,319,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,2020,001,Intermediate Japanese,3,Satomi Saito (Primary),,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Daniel Hall,411,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,2021,001,Intermediate Japanese Laboratory,0,Satomi Saito (Primary),,Monday,12:20  PM,01:10  PM,Class,Daniel Hall,123,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,3050,001,Japanese Conversation and Composition,3,Miyabi Ozawa (Primary),,Tuesday Thursday,02:00  PM,03:15  PM,Class,Daniel Hall,212,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAPN,3160,001,Japanese for International Business I,3,Kumiko Saito (Primary),,Monday Wednesday,02:30  PM,03:45  PM,Class,Daniel Hall,220,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,2050,001,Professional Development in Criminal Justice,1,Marjie Britz (Primary),,None,,,Class,Online,COURSE,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,2050,002,Professional Development in Criminal Justice,1,Nate Brooks (Primary),,Wednesday,09:05  AM,09:55  AM,Class,Brackett Hall,111,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,2880,001,The Criminal Justice System,3,John Marks (Primary),Cross Referenced Course,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Brackett Hall,224,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,2880,002,The Criminal Justice System,3,Marjie Britz (Primary),Cross Referenced Course,Tuesday Thursday,12:30  PM,01:45  PM,Class,Brackett Hall,120,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,2890,001,Criminology,3,John Marks (Primary),Cross Referenced Course,Monday Wednesday Friday,09:05  AM,09:55  AM,Class,Brackett Hall,113,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,2890,002,Criminology,3,John Marks (Primary),Cross Referenced Course,Monday Wednesday Friday,12:20  PM,01:10  PM,Class,Brackett Hall,114,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,2890,003,Criminology,3,William Casey (Primary),Cross Referenced Course,Tuesday Thursday,08:00  AM,09:15  AM,Class,Tillman Hall,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,3140,001,Victimology,3,Kristin Lloyd (Primary),"Beh,Soc,Health Sci Course Fee",Monday Wednesday Friday,09:05  AM,09:55  AM,Class,Brackett Hall,114,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,3190,001,Criminal Investigations,3,Nate Brooks (Primary),"Beh,Soc,Health Sci Course Fee",Monday Wednesday,04:00  PM,05:15  PM,Class,Brackett Hall,220,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,3220,001,Gangsterism in Film,3,Marjie Britz (Primary),"Beh,Soc,Health Sci Course Fee|Cross Referenced Course",Thursday,02:00  PM,04:45  PM,Class,Brackett Hall,233,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,3280,001,Criminal Courts,3,Jenae Marie Harris (Primary),"Beh,Soc,Health Sci Course Fee",Tuesday Thursday,02:00  PM,03:15  PM,Class,Brackett Hall,111,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,3500,001,Comparative Criminological Policy,3,Holly Verity Williams (Primary),"Beh,Soc,Health Sci Course Fee",Monday,09:05  AM,11:00  AM,Class,Brackett Hall,131,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,3840,001,Sexual Assault and Intimate Partner Violence,3,Heather H Kettrey (Primary),"Beh,Soc,Health Sci Course Fee|Cross Referenced Course",Tuesday Thursday,12:30  PM,01:45  PM,Class,Brackett Hall,438,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4130,001,Race and Crime,3,Holly Verity Williams (Primary),"GlobalChall Gen Ed Req|Beh,Soc,Health Sci Course Fee",Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Brackett Hall,111,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4280,001,Criminal Law,3,Jenae Marie Harris (Primary),"Beh,Soc,Health Sci Course Fee",Tuesday Thursday,12:30  PM,01:45  PM,Class,Brackett Hall,111,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4480,001,Moot Court,3,Jenae Marie Harris (Primary),"Beh,Soc,Health Sci Course Fee",Tuesday Thursday,03:30  PM,04:45  PM,Class,Tillman Hall,314,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4480,002,Moot Court,3,Jenae Marie Harris (Primary),"Beh,Soc,Health Sci Course Fee",Tuesday Thursday,05:00  PM,06:15  PM,Class,Tillman Hall,314,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4680,001,Criminal Evidence,3,Marjie Britz (Primary),"Beh,Soc,Health Sci Course Fee",Tuesday Thursday,08:00  AM,09:15  AM,Class,Brackett Hall,220,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4820,001,Spatial Inequality and GIS,3,Pierce Greenberg (Primary),"Beh,Soc,Health Sci Course Fee|Cross Referenced Course",Monday Wednesday,04:00  PM,05:15  PM,Class,Brackett Hall,322,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4850,001,Atrocity Crimes,3,Kristin Lloyd (Primary),"GlobalChall Gen Ed Req|Beh,Soc,Health Sci Course Fee|Cross Referenced Course",Monday Wednesday Friday,11:15  AM,12:05  PM,Class,Tillman Hall,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4910,001,Policing,3,Nate Brooks (Primary),"Beh,Soc,Health Sci Course Fee",Monday Wednesday,02:30  PM,03:45  PM,Class,Brackett Hall,220,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4920,001,Internship in Criminal Justice,3,Nate Brooks (Primary),"Consent Required|Beh,Soc,Health Sci Course Fee",None,,,Class,Online,COURSE,08/20/2025,09/15/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4920,002,Internship in Criminal Justice,3,Nate Brooks (Primary),"Consent Required|Beh,Soc,Health Sci Course Fee",None,,,Class,Online,COURSE,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4930,001,Corrections,3,William Casey (Primary),"Beh,Soc,Health Sci Course Fee",Tuesday Thursday,09:30  AM,10:45  AM,Class,Tillman Hall,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4950,001,Critical Issues in Policing,3,Kyle David McLean (Primary),"GlobalChall Gen Ed Req|Beh,Soc,Health Sci Course Fee",Tuesday Thursday,08:00  AM,09:15  AM,Class,Brackett Hall,113,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,4990,001,The Death Penalty,3,Judge Gary Clary (Primary),"Beh,Soc,Health Sci Course Fee|Variable Title",Monday Wednesday,11:30  AM,12:45  PM,Class,Gentry Hall,102,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,6820,001,Spatial Inequality and GIS,3,Pierce Greenberg (Primary),Cross Referenced Course,Monday Wednesday,04:00  PM,05:15  PM,Class,Brackett Hall,322,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JUST,6850,001,Atrocity Crimes,3,Kristin Lloyd (Primary),Cross Referenced Course,Monday Wednesday Friday,11:15  AM,12:05  PM,Class,Tillman Hall,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAIB,1270,001,Introduction to Language and International Business,1,J Lee Ferrell (Primary),,Wednesday,08:00  AM,08:50  AM,Class,Daniel Hall,123,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAIB,4000,001,Language and International Business Internship,1 TO 3,Eric Touya (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAIB,4000,002,Language and International Business Internship,3,Su-I Chen (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAIB,4000,003,Language and International Business Internship,1 TO 3,J Lee Ferrell (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAIB,4000,004,Language and International Business Internship,1 TO 3,Roberto Risso (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAIB,4000,005,Language and International Business Internship,1 TO 3,Kumiko Saito (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAIB,4000,006,Language and International Business Internship,1 TO 3,Daniel David Garcia Vieyra (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAIB,4000,008,Language and International Business Internship,1 TO 3,Magdalena Matuskova (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAIB,4000,009,Language and International Business Internship,1 TO 3,Kelly Digby Peebles (Primary),,None,00:00  AM,00:01  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAIB,4000,036,Language and International Business Internship,2,Raquel Anido (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LANG,3000,001,Introduction to Linguistics and Foreign Language Learning,3,Daniel J Smith (Primary),,Tuesday Thursday,12:30  PM,01:45  PM,Class,Daniel Hall,208,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LANG,3030,036,Study Abroad Transfer,3,,Consent Required,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LANG,3100,001,East Asian Pop Culture,3,Satomi Saito (Primary),GlobalChall Gen Ed Req,Monday Wednesday,04:00  PM,05:15  PM,Class,Daniel Hall,418,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LANG,3710,001,Language and Culture,3,Miyabi Ozawa (Primary),Cross Referenced Course,Tuesday Thursday,03:30  PM,04:45  PM,Class,Daniel Hall,212,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LANG,4990,001,Language Portfolio,1,Su-I Chen (Primary),,Friday,02:30  PM,03:20  PM,Class,Daniel Hall,218,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,1150,001,Introduction to Landscape Architecture,3,Hannah V Slyce (Primary),GlobalChall Gen Ed Req,Tuesday Thursday,11:00  AM,12:15  PM,Class,Lowry Hall,100,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,1150,002,Introduction to Landscape Architecture,3,Hannah V Slyce (Primary),GlobalChall Gen Ed Req,Tuesday Thursday,11:00  AM,12:15  PM,Class,Lowry Hall,100,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,1280,001,Technical Graphics,3,Lara Margaret Mutel Browning (Primary),,Monday Wednesday,11:15  AM,01:00  PM,Class,Lee III,3D,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,1281,001,Technical Graphics Laboratory,0,Lara Margaret Mutel Browning (Primary),,Friday,11:15  AM,01:00  PM,Class,Lee III,3D,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,1510,001,Basic Design I,3,Lara Margaret Mutel Browning (Primary),,Monday Wednesday Friday,09:30  AM,11:00  AM,Class,Lee III,3D,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,2140,001,Plants in the Landscape,3,Lara Margaret Mutel Browning (Primary),,Tuesday Thursday,09:30  AM,10:45  AM,Class,Riggs Hall,300,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,2510,001,Landscape Architecture Design Fundamentals,6,Hala Fouad Nassar (Primary),,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Lee III,3C,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,2510,002,Landscape Architecture Design Fundamentals,6,Kawthar Mazin Alrayyan (Primary),,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Lee III,3C,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,2511,001,Landscape Architecture Design Fundamentals Laboratory,0,Hala Fouad Nassar (Primary),,Monday Wednesday,02:30  PM,05:30  PM,Class,Lee III,3C,08/20/2025,12/12/2025,Friday,02:30  PM,04:30  PM,Class,Lee III,3C,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,2511,002,Landscape Architecture Design Fundamentals Laboratory,0,Kawthar Mazin Alrayyan (Primary),,Monday Wednesday,02:30  PM,05:30  PM,Class,Lee III,3C,08/20/2025,12/12/2025,Friday,02:30  PM,04:30  PM,Class,Lee III,3C,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,2620,001,Design Implementation I,3,David D Pearson (Primary),Consent Required,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Riggs Hall,305,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,2621,001,Design Implementation I Laboratory,0,David D Pearson (Primary),,Monday Wednesday Friday,11:15  AM,12:05  PM,Class,Riggs Hall,305,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,3190,600,Off-Campus Field Study,3,Thomas Mark Savory (Primary),,None,12:01  PM,12:02  PM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,3190,601,Off-Campus Field Study,3,Miguel Roldan (Primary)|Dustin Graham Albright,,None,12:01  PM,12:02  PM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,3210,600,Landscape Architectural Seminar,3,Thomas Mark Savory (Primary),Variable Title,None,12:01  PM,12:02  PM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,3210,601,Landscape Architectural Seminar,3,Miguel Roldan (Primary)|Dustin Graham Albright,Variable Title,None,12:01  PM,12:02  PM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,3510,001,Regional Design and Ecology,6,Hannah V Slyce (Primary),,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Lee III,3C,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LARC,3510,002,Regional Design and Ecology,6,,,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Lee III,3C,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
